the_geom,cartodb_id,timestamp,long,lat,external_t,outlier_ma,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time
0101000020E610000076D95482AAAB53C081FE08E48EE14140,118,2008-07-25 17:50:00+00,-78.68228205,35.76217318,29.50000236,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000043D1551DA6AB53C0C232789085E14140,119,2008-07-31 17:10:00+00,-78.68201383,35.76188856,32.44444704,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000DBF2BA13A6AB53C0BA0176A094E14140,120,2008-08-06 15:00:00+00,-78.68201154,35.76234823,30.33333576,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000CB903A6CA8AB53C0A8AAF14E95E14140,121,2008-08-11 19:00:00+00,-78.68215471,35.76236903,28.22222448,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000002549294BA1AB53C0B2ECEEA680E14140,122,2008-08-18 13:23:00+00,-78.68171958,35.76173865,24.7222242,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000092491D4F91AB53C0F906B2E076E14140,123,2008-08-29 15:05:00+00,-78.68074396,35.76144036,24.22222416,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000082C5650594AB53C00447344777E14140,124,2008-09-04 14:50:00+00,-78.68090949,35.76145258,25.5555576,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000009451E1DF92AB53C0D322705E7BE14140,125,2008-09-09 16:00:00+00,-78.68083951,35.76157742,27.72222444,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000008F56738891AB53C0FAABCFEE73E14140,126,2008-09-10 15:35:00+00,-78.68075763,35.76135049,25.88889096,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D34465E4A8AB53C0B1572FF18DE14140,127,2008-09-18 19:30:00+00,-78.68218336,35.76214423,27.00000216,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E66545BBA7AB53C092D9518386E14140,128,2008-10-06 20:35:00+00,-78.68211252,35.76191751,26.16666876,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000007B6C263AA6AB53C00DF0724B8AE14140,129,2008-10-14 20:30:00+00,-78.6820207,35.76203292,27.61111332,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000555E7EE9A5AB53C0735D9D0887E14140,130,2008-10-22 19:27:00+00,-78.68200147,35.7619334,17.44444584,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E7502BF1A5AB53C045928BF784E14140,131,2008-11-05 19:55:00+00,-78.6820033,35.76187033,21.55555728,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D5C30225A6AB53C022E17B7F83E14140,132,2008-11-12 19:20:00+00,-78.68201566,35.7618255,20.22222384,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D5C30225A6AB53C022E17B7F83E14140,133,2008-11-25 14:40:00+00,-78.68201566,35.7618255,12.7777788,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D5C30225A6AB53C022E17B7F83E14140,134,2008-12-10 19:23:00+00,-78.68201566,35.7618255,25.05555756,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D5C30225A6AB53C022E17B7F83E14140,135,2008-12-17 19:03:00+00,-78.68201566,35.7618255,19.00000152,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000AF22A30392AB53C0F8E28BF678E14140,136,2009-05-14 20:35:00+00,-78.680787,35.761504,24.7222242,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000001F48DE3994AB53C07555A01683E14140,137,2009-05-19 20:15:00+00,-78.680922,35.761813,20.44444608,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027DBC01DA8AB53C0CE380D5185E14140,138,2009-06-05 19:47:00+00,-78.682136,35.761881,25.33333536,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000A6643909A5AB53C0B01F628385E14140,139,2009-06-18 14:59:00+00,-78.681948,35.761887,24.7222242,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000080F277EFA8AB53C0E86A2BF697E14140,140,2009-07-13 20:29:00+00,-78.682186,35.76245,22.5000018,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000020B3B3E89DAB53C006B8205B96E14140,141,2009-07-21 15:50:00+00,-78.681513,35.762401,23.83333524,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E8BB5B59A2AB53C03FE603029DE14140,142,2009-08-07 15:45:00+00,-78.681784,35.762604,25.77777984,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D2E1218C9FAB53C0A7AFE76B96E14140,143,2009-08-18 14:40:00+00,-78.681613,35.762403,27.88889112,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000C18D942D92AB53C098A608707AE14140,144,2010-05-06 20:40:00+00,-78.680797,35.761549,30.555558,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000AD86C43D96AB53C05987A3AB74E14140,145,2010-05-13 14:11:00+00,-78.681045,35.761373,25.50000204,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000004D13B69F8CAB53C0ACADD85F76E14140,146,2010-05-19 15:15:00+00,-78.680458,35.761425,18.22222368,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000BE6C3B6D8DAB53C0A2CF471971E14140,147,2010-05-25 15:27:00+00,-78.680507,35.761264,23.611113,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000003EB387EA8AB53C0448655BC91E14140,148,2010-06-07 19:02:00+00,-78.682159,35.76226,27.27777996,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000B4CBB73EACAB53C03C2D3F7095E14140,149,2010-06-14 17:26:00+00,-78.682388,35.762373,30.555558,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006D3656629EAB53C0B08D78B29BE14140,150,2010-06-29 19:48:00+00,-78.681542,35.762564,32.72222484,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000C90050C58DAB53C0498446B071E14140,151,2010-07-09 18:46:00+00,-78.680528,35.761282,31.3888914,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000003EAF78EA91AB53C01EA67D737FE14140,152,2010-07-23 14:53:00+00,-78.680781,35.761702,31.33333584,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000B8591F8393AB53C03B442FE574E14140,153,2010-07-30 14:57:00+00,-78.68087843,35.76137986,23.66666856,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E13ACE869FAB53C01FD12D098AE14140,154,2010-08-17 15:28:00+00,-78.68161173,35.76202502,29.4444468,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F8C264AAA0AB53C01AF9DDF092E14140,155,2010-09-15 19:10:00+00,-78.68168125,35.76229678,31.61111364,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000020704D4F92AB53C0F668E4D27CE14140,156,2010-10-02 16:55:00+00,-78.68080504,35.76162182,22.27777956,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000A8F58614A6AB53C0D2D11EED87E14140,157,2010-10-23 17:50:00+00,-78.68201173,35.76196064,21.77777952,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F5FE16CFA6AB53C0615AABA887E14140,158,2010-11-03 18:47:00+00,-78.68205621,35.76195248,17.88889032,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000002372B0EDA3AB53C0861FBD5D86E14140,159,2010-11-23 19:20:00+00,-78.6818804,35.76191303,24.77777976,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000007A44D83291AB53C0D7F466F58AE14140,160,2011-04-19 20:44:00+00,-78.68073722,35.76205318,27.77778,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000050340F6091AB53C063997E8978E14140,161,2011-08-08 22:13:00+00,-78.680748,35.761491,0,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000C190D5AD9EAB53C048C49448A2E14140,162,2011-08-25 13:45:00+00,-78.68156,35.762765,24.88889088,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000318308A39FAB53C041E378F475E14140,163,2012-03-15 17:13:00+00,-78.68161846,35.7614122,28.72222452,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000098B8A389DAB53C0E947C32973E14140,164,2012-04-12 18:33:00+00,-78.681471,35.761327,17.72222364,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000684293C492AB53C0804A95287BE14140,165,2012-05-03 18:42:00+00,-78.680833,35.761571,32.05555812,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000CFDA6D179AAB53C05F950B957FE14140,166,2012-05-17 18:55:00+00,-78.68128,35.761706,24.38889084,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000431EC18D94AB53C07976F9D687E14140,167,2012-07-06 15:26:00+00,-78.680942,35.761958,29.61111348,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000008527F4FA93AB53C0EED0B01875E14140,168,2012-07-20 15:37:00+00,-78.680907,35.761386,25.000002,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006B662D05A4AB53C08F368E588BE14140,169,2012-07-27 15:27:00+00,-78.681886,35.762065,30.2777802,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000124F7633A3AB53C04FCC7A3194E14140,170,2012-08-08 17:20:00+00,-78.681836,35.762335,26.9444466,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000009AEAC9FCA3AB53C0BF0B5BB395E14140,171,2012-08-10 13:36:00+00,-78.681884,35.762381,22.88889072,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000088250E6EA5AB53C081B208498FE14140,172,2012-08-15 17:30:00+00,-78.68197204,35.76218522,29.38889124,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000009F1F46088FAB53C05E2D776682E14140,173,2012-08-30 14:55:00+00,-78.680605,35.761792,25.38889092,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000DCD9571EA4AB53C0656F29E78BE14140,174,2012-09-21 15:56:00+00,-78.681892,35.762082,22.11111288,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000C042E6CAA0AB53C0629F008A91E14140,175,2012-10-19 15:35:00+00,-78.681689,35.762254,20.11111272,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006C913854A1AB53C0C59C35B28AE14140,176,2012-10-26 18:03:00+00,-78.68172174,35.76204517,20.33333496,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000060B4BF9AA0AB53C0544014AB8AE14140,177,2012-11-19 18:20:00+00,-78.68167752,35.76204432,16.1111124,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F583BA48A1AB53C095F3C5DE8BE14140,178,2012-11-30 16:03:00+00,-78.681719,35.762081,12.88888992,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006B9A779CA2AB53C04301DBC188E14140,179,2013-01-04 15:59:00+00,-78.6818,35.761986,6.61111164,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006B9A779CA2AB53C04301DBC188E14140,180,2013-04-05 16:15:00+00,-78.6818,35.761986,8.333334,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006B9A779CA2AB53C04301DBC188E14140,181,2013-04-18 21:40:00+00,-78.6818,35.761986,26.6666688,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000002D7B12D89CAB53C0ABB35A608FE14140,182,2013-05-01 20:20:00+00,-78.681448,35.762188,18.3333348,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000007A185A9D9CAB53C01079CBD58FE14140,183,2013-05-21 18:23:00+00,-78.681434,35.762202,27.94444668,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000004D81CCCEA2AB53C06E30D46185E14140,184,2013-05-28 15:15:00+00,-78.681812,35.761883,24.27777972,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000052D66F26A6AB53C0514B732B84E14140,185,2013-06-20 19:44:00+00,-78.682016,35.761846,29.55555792,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000BF0B5BB395AB53C05725917D90E14140,186,2013-07-30 19:13:00+00,-78.681012,35.762222,27.2222244,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000002F17F19D98AB53C0DCF0BBE996E14140,187,2013-08-14 15:15:00+00,-78.68119,35.762418,24.50000196,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000017D522A298AB53C0F7E80DF791E14140,188,2013-08-15 15:03:00+00,-78.681191,35.762267,19.94444604,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000017D522A298AB53C0F7E80DF791E14140,189,2013-08-16 13:36:00+00,-78.681191,35.762267,23.00000184,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000003289A34099AB53C0FDBCA94885E14140,190,2013-09-18 17:05:00+00,-78.68122879,35.76188,20.66666832,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000B5F97FD591AB53C0BE4C142175E14140,191,2013-09-24 18:49:00+00,-78.680776,35.761387,23.72222412,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E563778192AB53C040C39B3578E14140,192,2013-10-09 18:12:00+00,-78.680817,35.761481,21.44444616,F,radio-transmitter,,SAMMY,SAMMY,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000E78543880EAC53C0C3B8FA3582E14140,193,2011-10-19 16:20:00+00,-78.68838698,35.76178622,18.8888904,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027A6EAA211AC53C0121FF18E80E14140,194,2011-11-04 19:20:00+00,-78.68857644,35.76173579,12.11111208,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027A6EAA211AC53C0121FF18E80E14140,195,2011-11-15 16:25:00+00,-78.68857644,35.76173579,25.05555756,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027A6EAA211AC53C0121FF18E80E14140,196,2011-11-21 19:55:00+00,-78.68857644,35.76173579,24.33333528,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027A6EAA211AC53C0121FF18E80E14140,197,2012-04-26 20:16:00+00,-78.68857644,35.76173579,23.72222412,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000103D29931AAC53C00CEA5BE674E14140,198,2012-05-10 18:45:00+00,-78.689122,35.76138,21.6666684,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000051C1E10511AC53C0EE04FBAF73E14140,199,2012-05-17 18:32:00+00,-78.688539,35.761343,24.50000196,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000A08FCFB707AC53C024D5145496E14140,200,2012-07-13 15:10:00+00,-78.68797107,35.76240016,24.77777976,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000034130CE71AAC53C05EB9DE3653E14140,201,2012-07-23 14:25:00+00,-78.689142,35.760352,27.2222244,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006F1118EB1BAC53C0925852EE3EE14140,202,2012-08-08 14:42:00+00,-78.689204,35.759733,23.611113,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000384E0AF31EAC53C0DE76A1B94EE14140,203,2012-08-29 17:22:00+00,-78.689389,35.760215,29.00000232,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006F1118EB1BAC53C0263ACB2C42E14140,204,2012-09-12 16:50:00+00,-78.689204,35.759832,23.55555744,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000000282397AFCAB53C05A643BDF4FE14140,205,2012-09-21 15:19:00+00,-78.687285,35.76025,21.61111284,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D0251C7A8BAB53C08BC404357CE14140,206,2012-10-05 14:45:00+00,-78.680388,35.761603,19.77777936,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000ABB35A608FAB53C0C9E369F981E14140,207,2012-10-26 15:45:00+00,-78.680626,35.761779,17.83333476,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000008BE255D636AC53C099B8551003E14140,208,2012-11-01 21:35:00+00,-78.690847,35.757906,15.11111232,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000007F4E417E36AC53C0A5660FB402E14140,209,2012-11-09 14:56:00+00,-78.690826,35.757895,11.9444454,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000BFD7101C97AB53C0DD7C23BA67E14140,210,2012-12-28 14:58:00+00,-78.681098,35.760978,4.77777816,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006CCCEB8843AC53C04C38F4160FE14140,211,2013-04-03 21:12:00+00,-78.691622,35.758273,21.3888906,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000006CCCEB8843AC53C04C38F4160FE14140,212,2013-04-16 18:45:00+00,-78.691622,35.758273,25.000002,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000013B534B742AC53C098BED7101CE14140,213,2013-07-26 15:25:00+00,-78.691572,35.758669,28.0555578,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000013B534B742AC53C098BED7101CE14140,214,2013-08-13 15:15:00+00,-78.691572,35.758669,28.50000228,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000056D80C7041AC53C07784D38217E14140,215,2013-08-16 15:16:00+00,-78.691494,35.75853,22.55555736,F,radio-transmitter,,SWITCH,SWITCH,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F699D44C8EAB53C0132C0E677EE14140,216,2013-08-16 14:41:00+00,-78.68056031,35.76167,21.77777952,F,radio-transmitter,,Waylon,Waylon,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000018E389419CAB53C0A88C7F9F71E14140,217,2013-09-18 17:50:00+00,-78.68141211,35.76128,24.88889088,F,radio-transmitter,,Waylon,Waylon,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000001D8B54B5F0AB53C0C4E0CC75BBE14140,218,2007-07-30 05:00:00+00,-78.68656667,35.76353333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000FC1873D712AC53C0369E9D46B9E14140,219,2007-08-03 05:00:00+00,-78.68865,35.76346667,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000032772D211FAC53C05A579ACEADE14140,220,2007-08-09 05:00:00+00,-78.6894,35.76311667,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000448B6CE7FBAB53C068B3EA73B5E14140,221,2007-08-14 05:00:00+00,-78.68725,35.76335,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000AB00C6D0FDAB53C06125B41F88E14140,222,2007-08-24 19:50:00+00,-78.68736667,35.76196667,35.5555584,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000008E75711B0DAC53C01AEFF92759E14140,223,2007-08-30 05:00:00+00,-78.6883,35.76053333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F6594C09D4AB53C02FAE86FE68E14140,224,2007-09-07 19:30:00+00,-78.68481667,35.76101667,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000F96F7739D9AB53C0A8646B4366E14140,225,2007-09-12 17:00:00+00,-78.68513333,35.76093333,30.0000024,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000012143FC6DCAB53C02F7B44125EE14140,226,2007-09-20 05:00:00+00,-78.68535,35.76068333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000000EFCC123DEAB53C08C4AEA0434E14140,227,2007-09-28 15:00:00+00,-78.68543333,35.7594,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E610000027A089B0E1AB53C05A025BEB2CE14140,228,2007-10-05 05:00:00+00,-78.68565,35.75918333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000A06CCA15DEAB53C06155BDFC4EE14140,229,2007-10-11 18:00:00+00,-78.68543,35.760223,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000B760A92EE0AB53C0505260014CE14140,230,2007-10-12 19:00:00+00,-78.685558,35.760132,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000D2A04F81DFAB53C04576100128E14140,231,2007-10-19 18:30:00+00,-78.68551667,35.75903333,26.6666688,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000001942E798E0AB53C0DA1B7C6132E14140,232,2007-10-25 15:15:00+00,-78.68558333,35.75935,17.7777792,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E61000002072E1DDDDAB53C0E11834BA24E14140,233,2007-11-01 19:00:00+00,-78.68541667,35.75893333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
0101000020E6100000BD140597DAAB53C00C31C98E2EE14140,234,2007-11-02 19:30:00+00,-78.68521667,35.75923333,0,F,radio-transmitter,,Waldo,Waldo,"Eastern Box Turtle Tracking, NC Wildlife",2018-08-25,
